"ADDRESSID","PATID","ADDRESS_STREET","ADDRESS_DETAIL","ADDRESS_CITY","ADDRESS_STATE","ADDRESS_ZIP5","ADDRESS_TYPE","ADDRESS_PREFERRED","ADDRESS_PERIOD_END","ADDRESS_PERIOD_START","ADDRESS_USE","ADDRESS_ZIP9","RAW_ADDRESS_TEXT"
"8886","52534","7261 Matthew Spring Suite 212","","Obrientown","MD","67169","PH","UN","","","HO","",""
"8886","52534","0044 Juan Circles Suite 332","","Gabrielview","MD","70843","PH","UN","","","HO","",""
"18909","53975","03929 Reed Way Apt. 442","","Cartermouth","MD","10840","PH","UN","","","HO","",""
"8887","53012","9633 Anna Fall Suite 943","","New Seth","MD","90040","PH","UN","","","HO","",""
"8887","53012","77550 Ellen Motorway Apt. 917","","South Rebeccachester","MD","94162","PH","UN","","","HO","",""
"8887","53012","09376 Tonya Islands Apt. 131","","Brookeside","MD","72244","PH","UN","","","HO","",""
"8887","53012","58811 Teresa Burg","","North Carly","MD","33795","PH","UN","","","HO","",""
"8888","53453","742 Olson Fort","","Baileytown","MD","19133","PH","UN","","","HO","",""
"8888","53453","78508 Mallory Well","","Port Sandra","MD","34448","PH","UN","","","HO","",""
"18910","45224","95359 Mary Hollow Apt. 788","","South James","MD","86493","PH","UN","","","HO","",""
"18910","45224","4967 Williams Tunnel Apt. 771","","Chadview","MD","94889","PH","UN","","","HO","",""
"8889","51898","447 Gillespie Crescent","","North Tamara","MD","10009","PH","UN","","","HO","",""
"8889","51898","144 Robert Ridges","","Samanthastad","MD","85334","PH","UN","","","HO","",""
"8890","54439","16442 Harris Underpass","","South Bradley","MD","66052","PH","UN","","","HO","",""
"8890","54439","55343 Lewis Manors Apt. 010","","Lopeztown","MD","75697","PH","UN","","","HO","",""
"8891","54279","9723 Abigail Pines Apt. 167","","West Hannah","MD","17847","PH","UN","","","HO","",""
"8891","54279","149 Kimberly Circle Apt. 300","","Randytown","MD","57340","PH","UN","","","HO","",""
"8892","52583","47779 Hawkins Freeway","","Stacymouth","MD","26193","PH","UN","","","HO","",""
"8892","52583","5180 Wagner Route Apt. 309","","East Sean","MD","79038","PH","UN","","","HO","",""
"8893","66408","517 Santos Trace","","Heathershire","MD","16415","PH","UN","","","HO","",""
"8894","52332","521 Jones Burg","","Braunview","MD","67302","PH","UN","","","HO","",""
"8894","52332","894 Virginia Parkway Apt. 860","","West Jose","MD","81429","PH","UN","","","HO","",""
"8895","26723","74752 Debbie Run Apt. 225","","Reeseland","MD","83781","PH","UN","","","HO","",""
"8895","26723","80682 Kim Station","","New Jennifer","MD","67921","PH","UN","","","HO","",""
"8895","26723","181 Brown Well","","West Brandon","MD","31065","PH","UN","","","HO","",""
"8896","59162","4046 Kelly Coves","","South Jennifer","MD","53432","PH","UN","","","HO","",""
"8896","59162","931 Sandra Fields","","Maryborough","MD","51111","PH","UN","","","HO","",""
"8896","59162","974 Rich Tunnel Apt. 537","","West Linda","MD","34996","PH","UN","","","HO","",""
"8897","64844","9332 Jesus Walk","","Louismouth","MD","78679","PH","UN","","","HO","",""
"8898","53118","0216 Johnathan Cove","","Flemingland","MD","15426","PH","UN","","","HO","",""
"8898","53118","79240 Stephanie Falls Suite 060","","Port Richard","MD","60060","PH","UN","","","HO","",""
"8899","54398","3867 Harper Crest Apt. 847","","Lake Sean","MD","08130","PH","UN","","","HO","",""
"8899","54398","477 Jonathan Port Suite 120","","Garciafurt","MD","48717","PH","UN","","","HO","",""
"8899","54398","0341 Richard Crossroad","","North Markchester","MD","45955","PH","UN","","","HO","",""
"8900","53340","5334 Shah Forest Apt. 098","","Lake Pennychester","MD","43129","PH","UN","","","HO","",""
"8900","53340","42432 Little Pass Suite 023","","Stevenstown","MD","70076","PH","UN","","","HO","",""
"8901","53746","01448 Billy Cliffs","","South Annberg","MD","14354","PH","UN","","","HO","",""
"8901","53746","854 Jared Drive","","South Candace","MD","79572","PH","UN","","","HO","",""
"8902","52055","895 Morris Mount Apt. 643","","Matthewborough","MD","43773","PH","UN","","","HO","",""
"8902","52055","87946 Sarah Views Apt. 107","","Wilsonmouth","MD","02139","PH","UN","","","HO","",""
"8903","53027","33551 Munoz Ports Apt. 104","","Petersonhaven","MD","50599","PH","UN","","","HO","",""
"8903","53027","8344 Thompson Curve Apt. 757","","Dawnchester","MD","21859","PH","UN","","","HO","",""
"8904","54576","479 Sean Forges","","Andersonville","MD","75068","PH","UN","","","HO","",""
"8904","54576","98200 Kevin Passage Apt. 954","","New Bonnietown","MD","63387","PH","UN","","","HO","",""
"8905","52278","804 Ashley Lock Suite 827","","Port Tiffanystad","MD","56203","PH","UN","","","HO","",""
"8905","52278","17927 Michelle Alley","","Port Morganfort","MD","74436","PH","UN","","","HO","",""
"8905","52279","384 Dalton Drives","","Angelaton","MD","22514","PH","UN","","","HO","",""
"8905","52279","4777 Leblanc Path","","Billyburgh","MD","25940","PH","UN","","","HO","",""
"8906","35046","30667 John Wall","","West Morganview","MD","39987","PH","UN","","","HO","",""
"8907","50678","97177 Elijah Shore Suite 995","","East Margaret","MD","04116","PH","UN","","","HO","",""
"18911","50556","1668 Rangel Inlet Suite 773","","Lake Sarah","MD","24469","PH","UN","","","HO","",""
"18911","50556","77684 Stuart Freeway Apt. 017","","Charleshaven","MD","01461","PH","UN","","","HO","",""
"18911","50556","718 Martin Center","","New Kristinaberg","MD","07534","PH","UN","","","HO","",""
"18911","50556","92320 Timothy Mills","","Edwardville","MD","75620","PH","UN","","","HO","",""
"18911","50556","73693 Wright Passage Apt. 039","","West Troyborough","MD","44530","PH","UN","","","HO","",""
"18912","70501","253 Emily Green Apt. 252","","Lake Brittanyview","MD","13688","PH","UN","","","HO","211331728.0",""
"8908","59779","26180 Tracy Springs Apt. 766","","North Brian","MD","81748","PH","UN","","","HO","",""
"18913","51317","886 Cassandra Rest","","South Tinaport","MD","76648","PH","UN","","","HO","",""
"18913","51317","4974 Ryan Point Apt. 288","","North Brianborough","MD","90407","PH","UN","","","HO","",""
"8909","29280","1371 Joseph Harbors Apt. 165","","Colleenville","MD","78242","PH","UN","","","HO","",""
"18914","51589","424 Gregory Shoal Suite 200","","Brianfort","MD","89923","PH","UN","","","HO","",""
"18914","51589","00877 Wright Ranch Suite 595","","New Timothy","MD","24353","PH","UN","","","HO","",""
"8910","65871","1203 Michael Plain Apt. 750","","Ashleemouth","MD","91170","PH","UN","","","HO","",""
"8911","56275","971 Jeremy Station","","South Jennifer","MD","13541","PH","UN","","","HO","",""
"8911","56275","7198 Sanchez Mountains","","South Michael","MD","29796","PH","UN","","","HO","",""
"8911","56275","500 Dorothy Plaza Apt. 623","","East Alyssa","MD","05254","PH","UN","","","HO","",""
"8912","47262","238 Martinez Shore","","Smithton","MD","72633","PH","UN","","","HO","",""
"8912","47262","4532 Kimberly Spurs Apt. 087","","New Alicia","MD","25604","PH","UN","","","HO","",""
"8913","66898","0704 Brown Course","","Keithmouth","MD","81261","PH","UN","","","HO","210607533.0",""
"8913","66898","3651 Stewart Route","","Jamieberg","MD","94170","PH","UN","","","HO","210607533.0",""
"18915","65434","4942 Christopher Lights","","Wallsborough","MD","80048","PH","UN","","","HO","",""
"8914","60652","5761 Bailey Prairie Suite 803","","Kiaraview","MD","32833","PH","UN","","","HO","",""
"8914","60653","168 Evans Way Suite 421","","Moramouth","MD","18874","PH","UN","","","HO","",""
"8915","56858","066 Ashley Mission Apt. 578","","North Clintonside","MD","66792","PH","UN","","","HO","",""
"8916","49931","92657 Vang Rapids Suite 787","","Michaelberg","MD","73315","PH","UN","","","HO","",""
"8917","56433","163 Robert Lane Apt. 883","","New Claudiaville","MD","30048","PH","UN","","","HO","",""
"8917","56433","26427 Miranda Locks Suite 408","","North Alexismouth","MD","15762","PH","UN","","","HO","",""
"18916","47008","5262 Christina Path Suite 267","","Port Kristyland","MD","96068","PH","UN","","","HO","",""
"8918","58570","4188 Aaron Street","","Port Janeborough","MD","06143","PH","UN","","","HO","",""
"8918","58570","66634 Christina Mission Apt. 853","","Masonville","MD","47731","PH","UN","","","HO","",""
"8918","58570","26113 Mark Highway","","West Jeffreybury","MD","49550","PH","UN","","","HO","",""
"8918","58570","97768 John Trafficway","","Lake Joseph","MD","32624","PH","UN","","","HO","",""
"8918","58570","21242 Emily Point","","Kingberg","MD","67260","PH","UN","","","HO","",""
"8919","56063","1368 Moon Prairie","","Port Valeriebury","MD","42918","PH","UN","","","HO","",""
"8920","49519","3905 Martha Villages","","Nicoleport","MD","27066","PH","UN","","","HO","",""
"8920","49519","96674 Lane Springs","","Port Amy","MD","49764","PH","UN","","","HO","",""
"8920","49519","08080 Ingram Glen","","Lydiafort","MD","36867","PH","UN","","","HO","",""
"8920","49519","04432 Perry Cliffs Apt. 806","","Johnsonland","MD","35371","PH","UN","","","HO","",""
"8921","61410","70804 Kathy Field Apt. 884","","Lake Maria","MD","12033","PH","UN","","","HO","",""
"8921","62022","4844 Mitchell Tunnel","","New Phillip","MD","07037","PH","UN","","","HO","",""
"8922","56566","19124 Grace Walks Apt. 874","","Simpsonberg","MD","90614","PH","UN","","","HO","",""
"8923","55162","27256 Elizabeth Flats","","New Chaseview","MD","29892","PH","UN","","","HO","",""
"8923","55162","3407 Thomas Street","","West Dustin","MD","12816","PH","UN","","","HO","",""
"8924","35231","4293 Hansen Flat Suite 787","","New Benjaminbury","MD","74386","PH","UN","","","HO","",""
"8924","35231","00540 Gonzales Ports Suite 090","","Lewisview","MD","34473","PH","UN","","","HO","",""
"8924","35231","31236 White Garden","","Richardsonshire","MD","20577","PH","UN","","","HO","",""
"8924","35231","18191 Maurice Plaza Suite 367","","Aaronland","MD","25331","PH","UN","","","HO","",""
"8924","35231","2972 Michael Junctions Suite 208","","New Gregoryshire","MD","52277","PH","UN","","","HO","",""
"8924","35231","7149 Michael Meadow","","Walkerbury","MD","84443","PH","UN","","","HO","",""
"8924","35231","163 Anderson Club","","Joseberg","MD","74416","PH","UN","","","HO","",""
"8925","64033","5142 Perez Road Apt. 314","","Karenburgh","MD","80329","PH","UN","","","HO","",""
"8926","66723","0686 Love Crescent","","East Deantown","MD","11837","PH","UN","","","HO","",""
"8926","66723","52676 Blackburn Motorway Apt. 258","","West Kathyview","MD","32922","PH","UN","","","HO","",""
"8927","56559","946 Smith Mountains","","Brownville","MD","04936","PH","UN","","","HO","",""
"8928","27428","7150 Ruth Tunnel Suite 410","","Lucerostad","MD","79450","PH","UN","","","HO","210783332.0",""
"8929","67866","1742 Phillip Cliff","","West Jefferyland","MD","91193","PH","UN","","","HO","210783332.0",""
"18917","49569","0369 Richmond Meadows","","Tinaton","MD","12678","PH","UN","","","HO","",""
"8930","56537","1830 Dillon Villages Apt. 135","","Moorestad","MD","12345","PH","UN","","","HO","",""
"18918","55456","24346 Chad Points Apt. 734","","East Daniel","MD","42592","PH","UN","","","HO","",""
"18918","55456","5759 Bowers Manor Apt. 484","","Rioschester","MD","88804","PH","UN","","","HO","",""
"8931","70943","75040 Kristin Rest Apt. 961","","Ellismouth","MD","13594","PH","UN","","","HO","210156290.0",""
"8932","68914","832 Jay Ford","","Markburgh","MD","63716","PH","UN","","","HO","210607438.0",""
"18919","44194","454 Samantha Center Apt. 024","","Parkerland","MD","72210","PH","UN","","","HO","",""
"8933","66365","55824 Christine Village","","Jacobsonfurt","MD","42232","PH","UN","","","HO","",""
"8934","42979","093 Kimberly Walk","","Jessicafort","MD","72993","PH","UN","","","HO","",""
"8934","42979","89369 Mccarthy Loaf","","New Jessica","MD","32552","PH","UN","","","HO","",""
"8934","42979","544 Love Center Apt. 059","","Christineside","MD","75171","PH","UN","","","HO","",""
"8934","42979","547 Rice Fall","","New Charlesberg","MD","12718","PH","UN","","","HO","",""
"8934","42979","3020 Dodson Mountain Suite 564","","East James","MD","35976","PH","UN","","","HO","",""
"8934","42979","82130 Shawn Cove Suite 352","","Forbesstad","MD","68114","PH","UN","","","HO","",""
"8934","42979","3388 Nathan Springs","","Rodriguezville","MD","49837","PH","UN","","","HO","",""
"18920","31790","45851 Martinez Underpass","","Lake Erinland","MD","79375","PH","UN","","","HO","",""
"18920","31790","17413 Roberts Crest","","Wallacebury","MD","37111","PH","UN","","","HO","",""
"18920","24486","09786 Bonnie Junctions","","North Paulchester","MD","09764","PH","UN","","","HO","",""
"18920","24486","8537 Amanda Spur Apt. 263","","Suzanneland","MD","85548","PH","UN","","","HO","",""
"18920","24486","8793 Moss River Suite 153","","Laurenfort","MD","64134","PH","UN","","","HO","",""
"8935","67492","97455 John Island","","Blanchardview","MD","28584","PH","UN","","","HO","",""
"18921","50446","5600 Matthew Lakes Apt. 672","","New Joseph","MD","53990","PH","UN","","","HO","",""
"18921","50446","8299 Teresa Groves Apt. 509","","East Jessetown","MD","70783","PH","UN","","","HO","",""
"18921","50446","956 John Burg Suite 272","","Isaacton","MD","54803","PH","UN","","","HO","",""
"8936","71215","2579 Erin Burg","","West Danielle","MD","40236","PH","UN","","","HO","",""
"8938","62216","43242 Vincent Spur Suite 095","","Port Jacquelinefurt","MD","16225","PH","UN","","","HO","",""
"8938","62216","793 Morales Bypass","","South Loribury","MD","74444","PH","UN","","","HO","",""
"8938","62216","66468 Padilla Inlet","","West Joshuaview","MD","14931","PH","UN","","","HO","",""
"18922","48190","524 Garcia Knoll","","Petersonland","MD","77973","PH","UN","","","HO","",""
"18922","48190","797 Virginia Landing","","Janiceland","MD","99920","PH","UN","","","HO","",""
"18922","48190","3819 Nunez Parks Suite 773","","Meyerborough","MD","58306","PH","UN","","","HO","",""
"8939","31131","197 Lisa Estate Suite 007","","Mathisview","MD","65475","PH","UN","","","HO","",""
"18923","54924","5852 Adam Fields","","North Henryport","MD","99598","PH","UN","","","HO","",""
"18924","16808","537 Romero Coves","","Hillside","MD","51287","PH","UN","","","HO","",""
"8940","54067","2015 Joseph Camp Apt. 678","","North Lisa","MD","45658","PH","UN","","","HO","212213530.0",""
"8940","54067","1011 Harris Causeway","","Lake Charlestown","MD","70857","PH","UN","","","HO","212213530.0",""
"18925","44614","2554 Anderson Corners","","Candiceburgh","MD","44133","PH","UN","","","HO","",""
"18925","44614","803 Kelly Dale Apt. 758","","East Tony","MD","09104","PH","UN","","","HO","",""
"18925","44614","600 Nichols Estates","","Jamesport","MD","81648","PH","UN","","","HO","",""
"8941","66151","1124 Jeremy Ridge Apt. 975","","New Kevin","MD","28247","PH","UN","","","HO","",""
"8941","66151","075 Paige Squares Apt. 890","","East Brandiville","MD","62707","PH","UN","","","HO","",""
"8942","58033","542 Steven Bypass","","Johnton","MD","28217","PH","UN","","","HO","",""
"8943","38552","3659 Ayala Viaduct","","Dustinbury","MD","44837","PH","UN","","","HO","",""
"8943","38552","37316 Stephen Road Suite 389","","East Royberg","MD","15370","PH","UN","","","HO","",""
"8943","38552","8099 Pham Estate Apt. 371","","South Lisa","MD","66431","PH","UN","","","HO","",""
"8943","38418","25286 Phillips Coves Apt. 890","","Mcintyreshire","MD","75609","PH","UN","","","HO","",""
"8943","38418","824 Hale Cliff","","Christopherton","MD","31716","PH","UN","","","HO","",""
"8943","38418","15310 Watts Mountains Apt. 124","","West Adam","MD","25293","PH","UN","","","HO","",""
"8944","63656","588 Choi Key","","Port Oliviaton","MD","41796","PH","UN","","","HO","",""
"18926","47616","681 Green Valleys Apt. 068","","Charlesmouth","MD","55465","PH","UN","","","HO","",""
"18926","47616","8911 Smith Center Suite 816","","Dunlapmouth","MD","73086","PH","UN","","","HO","",""
"8945","68045","5845 Garcia Lock Apt. 882","","South Craigburgh","MD","06390","PH","UN","","","HO","209101068.0",""
"8946","59271","53917 Henry Locks Apt. 958","","Farrellland","MD","39833","PH","UN","","","HO","",""
"8946","59271","5316 David Via Apt. 667","","Port Daniel","MD","37295","PH","UN","","","HO","",""
"8947","63145","229 Christopher Mountain","","Port Christietown","MD","97265","PH","UN","","","HO","",""
"8947","63145","18915 Gillespie Streets","","New Edwardbury","MD","74896","PH","UN","","","HO","",""
"8947","63145","684 Joseph Underpass","","Villegasborough","MD","98548","PH","UN","","","HO","",""
"8948","65105","55058 Marissa Keys","","Harrisborough","MD","59122","PH","UN","","","HO","",""
"8949","63307","18314 Harrell Street","","Scottfort","MD","24407","PH","UN","","","HO","",""
